i j Omegaij  Pij
44 348 0.038255 0.038155
44 424 0.101949 0.101809
44 132 0.043603 0.040488
44 258 0.084637 0.084176
45 2 0.169892 0.169788
45 3 0.662571 0.664068
45 20 0.498844 0.497808
45 22 0.631336 0.630081
45 38 0.444364 0.450686
45 39 0.186416 0.185480
45 40 0.249914 0.250956
45 42 0.061401 0.060677
45 58 0.480651 0.482743
45 398 0.170477 0.169080
45 71 0.551712 0.551029
45 61 0.213955 0.212051
45 57 0.065725 0.066221
45 425 0.615325 0.614196
45 353 0.414797 0.413252
45 63 0.005180 0.004772
45 56 0.619278 0.616451
45 372 0.399658 0.400167
45 70 0.657306 0.653159
45 413 0.415682 0.415888
45 68 0.590254 0.585102
45 80 0.031621 0.030679
45 65 0.056350 0.055909
45 426 0.524158 0.521741
45 281 0.102982 0.103632
45 427 0.538228 0.537004
45 428 0.616324 0.615011
45 67 0.044920 0.044322
45 350 0.126855 0.125482
45 240 0.143493 0.143890
45 429 0.545248 0.543377
45 245 0.529737 0.527020
45 430 0.613756 0.612949
45 51 0.356450 0.354558
45 431 0.195519 0.195048
45 47 0.681050 0.678214
46 2 0.200351 0.197595
46 20 0.580362 0.579338
46 39 0.217878 0.215857
46 40 0.294407 0.292057
46 432 0.389599 0.393590
46 336 0.726816 0.725360
46 103 0.151801 0.149189
47 2 0.095765 0.095573
47 40 0.143994 0.141263
47 45 0.272739 0.274432
47 295 0.255050 0.254390
47 331 0.112385 0.110929
47 433 0.346960 0.345850
47 366 0.228784 0.228790
48 2 0.200357 0.202888
48 29 0.201741 0.202073
48 39 0.218864 0.221640
48 53 0.308105 0.307994
48 75 0.441096 0.438386
48 184 0.567380 0.564687
48 268 0.767865 0.766691
48 343 0.298430 0.294976
48 240 0.172917 0.171942
48 91 0.652797 0.653095
48 302 0.158119 0.158085
48 327 0.571461 0.571128
48 205 0.215140 0.215099
48 434 0.254866 0.255783
48 54 0.300614 0.298222
48 292 0.537429 0.536089
48 435 0.252326 0.252432
48 104 0.356236 0.356097
48 115 0.601427 0.602972
48 389 0.467252 0.465236
48 436 0.041767 0.042358
48 127 0.700685 0.701544
48 360 0.208276 0.206156
48 78 0.217095 0.215202
48 200 0.406279 0.406585
48 273 0.360060 0.362582
48 316 0.216553 0.215080
48 320 0.719150 0.715423
48 326 0.408191 0.407396
48 437 0.123887 0.121388
48 438 0.055494 0.054592
48 212 0.801755 0.800947
48 201 0.403410 0.403299
48 439 0.218293 0.218254
48 324 0.051926 0.052142
48 321 0.212743 0.212716
48 440 0.441895 0.443266
48 55 0.714027 0.712191
48 441 0.650071 0.649853
48 362 0.585631 0.582535
49 2 0.228584 0.226282
49 19 0.451556 0.451625
49 20 0.663146 0.663447
49 22 0.839451 0.839733
49 38 0.604219 0.600646
49 40 0.335070 0.334458
49 41 0.118976 0.119059
49 44 0.200639 0.201775
49 258 0.456190 0.455301
49 367 0.368987 0.368981
49 51 0.472177 0.472532
49 227 0.420604 0.415272
49 80 0.041443 0.040887
49 240 0.192753 0.191767
49 353 0.554631 0.550756
49 442 0.267365 0.265334
49 443 0.459140 0.459726
49 190 0.596405 0.595159
49 244 0.237031 0.237158
49 323 0.871368 0.871470
49 366 0.538472 0.541692
49 337 0.601298 0.605095
49 270 0.099161 0.098144
49 313 0.743571 0.742440
49 403 0.170233 0.171747
49 332 0.303527 0.304456
50 2 0.227483 0.226813
50 37 0.341952 0.344294
50 40 0.335060 0.335243
50 444 0.504523 0.502713
50 445 0.198687 0.196750
50 104 0.396261 0.398089
50 55 0.794521 0.796174
50 446 0.762471 0.758800
50 353 0.555294 0.552049
50 352 0.456279 0.454513
50 53 0.343750 0.344313
50 447 0.909931 0.908601
50 448 0.537343 0.535187
50 367 0.370420 0.369847
50 277 0.383105 0.384321
50 365 0.634760 0.632662
50 449 0.472317 0.471466
50 337 0.602183 0.606515
50 256 0.161416 0.161256
50 450 0.116838 0.114783
50 339 0.424329 0.422732
50 268 0.856150 0.857100
51 2 0.056635 0.057505
51 38 0.154024 0.152643
51 43 0.166781 0.167198
51 45 0.166966 0.165123
51 49 0.081749 0.082446
51 451 0.006378 0.006929
51 452 0.139712 0.138066
51 227 0.105893 0.105533
51 240 0.048787 0.048734
51 80 0.010902 0.010391
51 350 0.043507 0.042500
51 268 0.217494 0.217306
51 181 0.187700 0.183145
51 127 0.199472 0.198841
51 453 0.225029 0.220830
51 332 0.077312 0.077372
51 132 0.057135 0.055653
51 364 0.035902 0.036255
51 339 0.108590 0.107178
51 253 0.214469 0.212448
51 454 0.037386 0.037639
51 455 0.184375 0.184018
51 145 0.115939 0.115936
51 456 0.021804 0.020783
51 361 0.066310 0.065589
51 366 0.138727 0.137661
51 457 0.179152 0.178980
51 156 0.107049 0.107841
51 334 0.071447 0.071359
51 247 0.169021 0.166725
51 134 0.172089 0.172755
51 315 0.189384 0.187325
51 458 0.198545 0.197507
51 401 0.184204 0.184964
51 286 0.043736 0.043903
51 459 0.172531 0.173266
51 412 0.077354 0.077600
51 460 0.181707 0.182808
52 2 0.088181 0.090273
52 71 0.295665 0.292973
53 2 0.086864 0.086634
53 20 0.254364 0.254007
53 22 0.324401 0.321500
53 30 0.104820 0.105768
53 39 0.094863 0.094641
53 40 0.130717 0.128051
53 44 0.079322 0.077251
53 48 0.249921 0.248767
53 50 0.334371 0.331220
53 186 0.322187 0.320431
53 123 0.079993 0.081776
53 86 0.282276 0.281050
53 182 0.029969 0.029236
53 353 0.210039 0.210862
53 188 0.005114 0.004523
53 267 0.086393 0.084547
53 453 0.335728 0.332690
53 345 0.273862 0.271342
53 75 0.186755 0.187193
53 328 0.176556 0.174311
53 330 0.006114 0.005567
53 184 0.242179 0.241124
53 461 0.240208 0.239986
53 377 0.220852 0.220244
53 462 0.114347 0.112065
53 332 0.117590 0.116564
53 463 0.227895 0.228331
53 315 0.283561 0.282214
53 464 0.255478 0.255280
53 190 0.230680 0.227862
53 465 0.301488 0.302378
53 466 0.019898 0.019137
54 2 0.199257 0.197145
54 20 0.581022 0.578019
54 33 0.427291 0.427515
54 39 0.215655 0.215366
54 48 0.568902 0.566095
54 467 0.533601 0.534509
54 359 0.042036 0.041952
54 104 0.348908 0.346017
54 258 0.394600 0.396674
54 316 0.207600 0.208992
54 468 0.277139 0.276190
54 323 0.760027 0.759256
54 200 0.394964 0.395076
54 55 0.694782 0.692031
54 127 0.681705 0.681686
55 2 0.061084 0.060496
55 15 0.024685 0.024539
55 39 0.065165 0.066088
55 48 0.175575 0.173713
55 50 0.231636 0.231290
55 54 0.089279 0.088923
55 469 0.183837 0.183170
55 334 0.076066 0.075071
55 250 0.232550 0.235173
55 391 0.227998 0.227888
55 331 0.070330 0.070217
55 470 0.028851 0.029881
55 359 0.013227 0.012873
55 363 0.194039 0.195063
55 326 0.122553 0.121476
55 471 0.004766 0.004616
55 288 0.018021 0.016521
55 206 0.138206 0.137260
55 201 0.121397 0.120254
55 195 0.231265 0.229849
55 472 0.145611 0.145148
55 211 0.101264 0.101312
55 212 0.238400 0.238823
55 389 0.138562 0.138722
55 292 0.163575 0.159849
55 200 0.122082 0.121234
55 127 0.210091 0.209184
55 193 0.068275 0.067784
55 436 0.012984 0.012630
55 104 0.105445 0.106180
55 132 0.059357 0.058548
55 473 0.131999 0.131376
55 209 0.007306 0.006317
55 76 0.007734 0.007288
55 213 0.068489 0.066809
56 3 0.347888 0.352523
56 45 0.259706 0.258809
56 61 0.112167 0.112568
56 57 0.035672 0.035154
56 474 0.015239 0.014116
56 64 0.253685 0.252277
56 475 0.319906 0.319502
56 476 0.292610 0.295386
56 477 0.348487 0.347848
56 478 0.025727 0.024615
56 479 0.030521 0.030767
56 58 0.256696 0.256266
56 281 0.055063 0.055013
56 68 0.310432 0.310604
56 425 0.328168 0.326049
56 71 0.291868 0.292516
56 480 0.131330 0.132116
56 63 0.002982 0.002533
56 65 0.030521 0.029680
56 372 0.213846 0.212430
56 481 0.297804 0.298180
56 482 0.041736 0.040958
56 483 0.082103 0.082523
56 484 0.258065 0.257744
56 419 0.125551 0.121263
56 485 0.014583 0.014480
56 230 0.283649 0.284472
56 486 0.313157 0.311667
57 3 0.235001 0.238613
57 23 0.110795 0.108315
57 39 0.066386 0.066647
57 45 0.176854 0.175181
57 56 0.225024 0.221503
57 71 0.199244 0.197996
57 58 0.172898 0.173459
57 63 0.001978 0.001715
57 65 0.020585 0.020089
57 68 0.210764 0.210239
57 487 0.075167 0.073192
57 61 0.077645 0.076194
57 425 0.222676 0.220693
57 281 0.038671 0.037237
57 372 0.143727 0.143788
57 191 0.188462 0.190101
57 285 0.004978 0.004408
57 350 0.045366 0.045088
57 392 0.021955 0.020093
57 488 0.030019 0.030140
57 66 0.151552 0.150462
57 489 0.239479 0.241036
57 490 0.173876 0.172745
57 254 0.213199 0.211171
57 438 0.017216 0.016416
57 491 0.131662 0.130849
57 492 0.045431 0.045867
57 205 0.064842 0.064680
57 493 0.083688 0.082219
57 123 0.057082 0.057587
57 106 0.220372 0.219527
57 494 0.112229 0.110763
57 111 0.010738 0.010809
58 3 0.003931 0.003894
58 20 0.002902 0.002919
58 45 0.003145 0.002859
58 56 0.004017 0.003615
58 57 0.001001 0.000388
58 63 0.000700 0.000028
58 65 0.000858 0.000328
58 70 0.004217 0.003831
58 68 0.003946 0.003431
58 281 0.001029 0.000608
58 61 0.001844 0.001244
58 425 0.003445 0.003602
58 71 0.003502 0.003232
58 429 0.003817 0.003187
58 495 0.000886 0.000630
58 496 0.001787 0.001907
58 497 0.002187 0.001114
58 255 0.003788 0.003016
58 498 0.001787 0.001139
59 3 0.795845 0.793275
59 24 0.694000 0.693147
59 484 0.577887 0.579996
60 3 0.775454 0.775851
60 469 0.603756 0.600616
60 63 0.005493 0.005576
60 243 0.654488 0.654978
60 499 0.164575 0.163319
60 67 0.052563 0.051783
60 131 0.170119 0.170490
60 500 0.365032 0.361713
60 484 0.570562 0.567256
60 501 0.060156 0.060485
61 3 0.301424 0.304755
61 24 0.266631 0.266288
61 40 0.116870 0.115169
61 45 0.224046 0.223740
61 56 0.285024 0.282903
61 57 0.030987 0.030390
61 58 0.222143 0.221541
61 502 0.013724 0.012829
61 62 0.016876 0.016583
61 63 0.003554 0.002190
61 503 0.152779 0.152083
61 372 0.183335 0.183645
61 340 0.183023 0.179018
61 504 0.292429 0.291909
61 370 0.174101 0.173655
61 139 0.027969 0.027866
61 184 0.215496 0.216868
61 144 0.146043 0.146126
61 266 0.148289 0.147700
61 149 0.167321 0.167709
61 202 0.214203 0.213740
61 71 0.254141 0.252879
61 70 0.299254 0.299749
61 65 0.025248 0.025658
61 475 0.275523 0.276209
61 66 0.188807 0.192170
62 3 0.104647 0.107098
62 61 0.036123 0.034199
62 426 0.083407 0.084144
62 505 0.078266 0.077306
62 506 0.038287 0.038712
62 507 0.024691 0.025844
62 149 0.058851 0.058937
62 70 0.106271 0.105339
62 508 0.031929 0.028033
62 475 0.095583 0.097066
63 3 0.509177 0.516966
63 45 0.381535 0.379537
63 56 0.489433 0.479896
63 57 0.049221 0.051552
63 58 0.387097 0.375807
63 60 0.178254 0.186864
63 61 0.172136 0.165078
63 484 0.371802 0.377975
63 64 0.364572 0.369957
63 67 0.033648 0.034504
63 89 0.214683 0.213419
63 505 0.377642 0.373158
63 281 0.078977 0.080676
63 509 0.433259 0.441553
63 68 0.451613 0.455492
63 71 0.446329 0.428967
63 482 0.059511 0.060064
64 3 0.039654 0.038019
64 56 0.035192 0.035293
64 63 0.001101 0.000273
64 482 0.004876 0.004417
64 67 0.002831 0.002537
64 484 0.028643 0.027797
64 281 0.006035 0.005933
64 509 0.034177 0.032473
64 429 0.031446 0.031109
64 89 0.015844 0.015695
64 476 0.032390 0.031857
64 474 0.002074 0.001522
64 510 0.004047 0.003862
64 511 0.031231 0.030333
64 512 0.017675 0.017879
64 475 0.035621 0.034457
64 480 0.016159 0.014248
64 513 0.016588 0.016168
65 3 0.146377 0.146048
65 45 0.109740 0.107223
65 56 0.137328 0.135576
65 57 0.014506 0.014564
65 58 0.106792 0.106169
65 61 0.046940 0.046636
65 315 0.121433 0.121640
65 514 0.141327 0.142077
65 367 0.060530 0.060890
65 68 0.126313 0.128681
65 70 0.144411 0.143649
65 281 0.022944 0.022792
65 425 0.136379 0.135080
65 71 0.120518 0.121188
66 3 0.451293 0.449992
66 57 0.044822 0.044873
66 61 0.144042 0.143692
66 429 0.370519 0.368208
66 515 0.127011 0.127216
66 484 0.329279 0.329007
66 285 0.008999 0.008312
66 281 0.070952 0.070224
66 237 0.282132 0.279983
66 489 0.455626 0.454561
66 490 0.324657 0.325774
66 516 0.238943 0.242988
66 517 0.330911 0.332185
66 518 0.443738 0.442031
67 3 0.309436 0.311572
67 45 0.227281 0.228745
67 60 0.116311 0.112622
67 63 0.002871 0.002239
67 64 0.221467 0.222971
67 469 0.245449 0.241200
67 499 0.066022 0.065587
67 484 0.228189 0.227803
67 509 0.268159 0.266122
67 429 0.255478 0.254946
67 89 0.129646 0.128627
67 281 0.050616 0.048623
67 519 0.132008 0.133667
67 510 0.032048 0.031652
67 68 0.275717 0.274522
67 372 0.183751 0.187753
68 3 0.848442 0.848144
68 12 0.283922 0.285633
68 45 0.621218 0.622676
68 56 0.786948 0.787328
68 57 0.084556 0.084577
68 58 0.618564 0.616557
68 63 0.007007 0.006095
68 65 0.073225 0.071407
68 67 0.057555 0.056608
68 443 0.441574 0.440567
68 505 0.611557 0.612211
68 520 0.522962 0.522523
68 521 0.094988 0.095769
68 522 0.807355 0.808072
68 523 0.375685 0.376007
68 524 0.356562 0.355799
68 425 0.784222 0.784448
68 71 0.702320 0.703772
68 525 0.599341 0.597585
68 526 0.289188 0.289098
68 431 0.251441 0.249115
68 508 0.222271 0.222004
68 89 0.352994 0.350140
68 527 0.030012 0.029607
68 361 0.247902 0.247333
68 465 0.759105 0.756874
68 348 0.198082 0.197775
68 218 0.714979 0.714240
68 528 0.865039 0.864530
68 499 0.179958 0.178537
69 3 0.277629 0.275623
69 9 0.126341 0.126804
69 18 0.122388 0.122837
69 23 0.124344 0.125115
69 26 0.051875 0.051509
69 33 0.151573 0.152818
69 529 0.101481 0.103951
69 232 0.053902 0.054060
69 107 0.124757 0.124191
69 238 0.057070 0.056319
69 443 0.144751 0.143172
69 329 0.272605 0.272172
69 81 0.271264 0.270563
69 530 0.190176 0.190572
69 116 0.122317 0.122265
69 279 0.101053 0.099611
69 168 0.239725 0.237675
69 354 0.252854 0.251055
69 181 0.223556 0.224438
69 491 0.152272 0.151144
69 531 0.029413 0.028875
69 494 0.127241 0.127943
69 169 0.092719 0.093931
70 3 0.545255 0.542294
70 45 0.400337 0.398132
70 58 0.394339 0.394220
70 61 0.174064 0.173166
70 62 0.031703 0.029509
70 65 0.044869 0.045657
70 507 0.130537 0.130862
70 232 0.105489 0.106365
70 426 0.426627 0.426067
70 428 0.501842 0.502233
70 133 0.149959 0.148124
70 532 0.322223 0.321113
70 510 0.055108 0.055090
71 3 0.365838 0.364186
71 45 0.265428 0.267372
71 52 0.020975 0.020163
71 56 0.339669 0.338072
71 57 0.037441 0.036317
71 58 0.266227 0.264744
71 61 0.116861 0.116292
71 63 0.003153 0.002617
71 65 0.031434 0.030661
71 68 0.320648 0.320880
71 533 0.150893 0.149872
71 425 0.337671 0.336836
71 534 0.008190 0.007178
71 535 0.333662 0.334123
71 536 0.255868 0.255595
71 368 0.089622 0.090862
71 506 0.131202 0.131641
71 284 0.156258 0.155897
71 537 0.070202 0.071848
71 499 0.076980 0.076662
71 538 0.124395 0.124448
71 510 0.037299 0.036997
71 539 0.009760 0.009348
71 281 0.055777 0.056833
71 338 0.372829 0.369869
71 454 0.061113 0.060947
71 352 0.188034 0.186593
71 395 0.316311 0.314879
71 540 0.297119 0.294552
71 372 0.218198 0.219458
71 541 0.145713 0.146958
71 267 0.089622 0.090871
71 350 0.068162 0.068817
71 139 0.033803 0.033301
71 422 0.100509 0.100209
71 509 0.312315 0.311060
71 355 0.102521 0.099478
72 4 0.772885 0.771143
72 10 0.650776 0.645217
72 44 0.173517 0.174936
72 419 0.263897 0.263945
72 375 0.075925 0.075707
72 542 0.213218 0.215891
72 132 0.189046 0.189865
72 543 0.573950 0.573150
72 466 0.044023 0.043336
72 269 0.525819 0.523307
72 446 0.656042 0.656331
72 527 0.027193 0.026786
72 259 0.446402 0.443535
72 544 0.679428 0.677593
72 545 0.032159 0.031510
72 88 0.787154 0.786113
72 377 0.500029 0.498744
72 412 0.263296 0.264739
72 421 0.677124 0.677452
72 546 0.102902 0.103961
72 547 0.450080 0.447885
73 4 0.045496 0.043084
73 232 0.009398 0.008408
73 133 0.010936 0.011709
73 253 0.041936 0.040494
73 548 0.026999 0.026633
73 465 0.037863 0.038256
73 503 0.021474 0.021393
73 549 0.016062 0.015663
73 286 0.008985 0.008368
73 550 0.014040 0.013467
73 551 0.021787 0.020777
73 193 0.012915 0.012281
73 205 0.011904 0.011620
73 195 0.042548 0.041644
73 127 0.037992 0.037900
73 504 0.042235 0.041063
73 552 0.036084 0.034601
73 185 0.017672 0.016818
73 100 0.025859 0.023026
73 553 0.011093 0.010609
73 554 0.039344 0.038774
74 4 0.120515 0.121389
74 555 0.028655 0.028491
74 556 0.044671 0.044269
74 353 0.077650 0.075165
74 557 0.028480 0.027655
74 151 0.100349 0.100715
74 558 0.085149 0.085993
74 467 0.083270 0.083730
74 559 0.100262 0.099871
74 266 0.059115 0.058539
74 147 0.117429 0.117185
74 560 0.044627 0.043047
75 4 0.753075 0.753496
75 6 0.674962 0.674389
75 12 0.252133 0.252497
75 14 0.225577 0.226334
75 48 0.546819 0.550444
75 53 0.291675 0.291002
75 182 0.064956 0.064689
75 186 0.710565 0.709013
75 184 0.533976 0.533532
75 552 0.607123 0.605145
75 83 0.072005 0.071589
75 561 0.044921 0.043878
75 188 0.011287 0.010009
75 395 0.650361 0.648241
75 266 0.363866 0.363367
75 146 0.707883 0.706819
75 116 0.332672 0.332585
75 104 0.338166 0.336451
75 315 0.622064 0.624451
75 268 0.724949 0.724391
75 562 0.205157 0.204742
75 563 0.158923 0.159373
75 564 0.734653 0.735839
75 565 0.373099 0.371855
75 189 0.227332 0.229385
75 566 0.287166 0.285598
75 567 0.448029 0.449603
75 466 0.042966 0.042345
75 149 0.412583 0.412594
75 465 0.667941 0.669068
75 461 0.532164 0.531014
75 232 0.147921 0.147055
75 185 0.292731 0.294127
75 568 0.135206 0.135489
75 123 0.181669 0.180944
75 340 0.438783 0.440416
75 569 0.626017 0.627729
75 79 0.032949 0.034714
75 118 0.710808 0.709692
75 570 0.756771 0.756732
75 571 0.672208 0.668040
75 572 0.299224 0.300237
75 351 0.104469 0.102406
76 4 0.509835 0.511723
76 15 0.051983 0.052808
76 55 0.468155 0.456987
76 419 0.181392 0.175151
76 146 0.479082 0.480023
76 573 0.238995 0.233137
76 322 0.478614 0.474605
76 195 0.496410 0.494625
77 4 0.206733 0.205469
77 332 0.073110 0.070331
77 182 0.016522 0.017640
77 112 0.071458 0.078722
77 180 0.005370 0.007137
77 175 0.199711 0.195222
77 161 0.033044 0.034425
77 196 0.045436 0.046208
77 160 0.095209 0.092567
77 574 0.016522 0.013584
77 119 0.034490 0.034444
77 120 0.176580 0.178667
78 4 0.480696 0.478531
78 48 0.349565 0.349577
78 575 0.067494 0.067912
78 127 0.421458 0.420957
78 132 0.119681 0.117821
78 135 0.426048 0.423510
78 321 0.128687 0.127639
78 200 0.244197 0.243968
78 335 0.463591 0.464441
78 104 0.217108 0.213673
78 399 0.127483 0.125156
78 576 0.475146 0.476155
79 5 0.358066 0.357098
79 13 0.305843 0.307624
79 22 0.401741 0.401927
79 75 0.234885 0.234022
79 183 0.089965 0.086564
79 577 0.433590 0.428955
79 268 0.410562 0.409279
79 578 0.133796 0.131757
79 579 0.294524 0.294591
79 580 0.145896 0.141367
79 581 0.409391 0.412914
79 115 0.320167 0.321882
79 84 0.390305 0.387097
79 400 0.393857 0.394507
79 399 0.111354 0.111344
79 576 0.425666 0.423610
79 104 0.189454 0.190094
79 175 0.408454 0.404491
79 582 0.103821 0.097635
79 126 0.078139 0.082636
79 273 0.192264 0.193556
79 583 0.414191 0.416247
79 193 0.121931 0.121354
79 360 0.109910 0.110051
79 119 0.071582 0.071366
79 160 0.187151 0.191794
80 5 0.701551 0.706645
80 19 0.429479 0.427759
80 45 0.621951 0.615417
80 49 0.310333 0.307279
80 51 0.446505 0.447561
80 227 0.398231 0.393326
80 133 0.230655 0.228963
80 584 0.120743 0.123074
80 451 0.025325 0.025826
80 240 0.182303 0.181633
80 585 0.370880 0.366609
80 154 0.287267 0.283147
80 586 0.802618 0.805523
80 332 0.284891 0.288366
80 453 0.820619 0.823040
80 459 0.641315 0.645765
80 553 0.211954 0.207437
80 587 0.603210 0.590565
80 307 0.742110 0.737657
80 259 0.479155 0.484545
80 93 0.491195 0.490610
80 242 0.630562 0.626685
80 404 0.049287 0.049903
80 203 0.444557 0.441619
81 5 0.545733 0.546669
81 18 0.290654 0.289011
81 69 0.418450 0.419531
81 233 0.653196 0.655639
81 305 0.380194 0.380893
81 232 0.128339 0.127193
81 179 0.352854 0.355921
81 268 0.629381 0.626552
81 236 0.349401 0.348265
81 93 0.381136 0.379542
81 404 0.039441 0.038605
81 181 0.531921 0.528058
81 380 0.549900 0.547373
81 274 0.503582 0.501365
81 175 0.620277 0.619222
81 112 0.250556 0.249697
81 300 0.214298 0.213704
81 519 0.277240 0.278206
81 588 0.044421 0.043266
81 459 0.499658 0.499572
81 276 0.620562 0.621043
81 200 0.330237 0.332268
81 587 0.456193 0.456868
82 5 0.624744 0.624435
82 589 0.609115 0.608548
82 387 0.491336 0.494335
82 238 0.149886 0.151358
82 142 0.153359 0.153661
82 242 0.557133 0.553777
83 5 0.003201 0.002462
83 11 0.001944 0.001955
83 41 0.000829 0.000393
83 75 0.001601 0.001614
83 353 0.002230 0.001818
83 140 0.003059 0.002252
83 142 0.000858 0.000606
83 331 0.001143 0.000867
83 145 0.002230 0.001506
83 590 0.001944 0.001551
83 149 0.001515 0.001607
83 139 0.001029 0.000267
83 572 0.002058 0.001170
83 152 0.003144 0.002375
83 151 0.003316 0.002435
84 5 0.372717 0.373447
84 79 0.020819 0.020511
84 397 0.204424 0.206933
84 591 0.269178 0.271109
84 592 0.067922 0.067892
84 211 0.188841 0.189684
84 127 0.389498 0.391648
84 218 0.374372 0.373060
84 593 0.241324 0.243350
84 197 0.362686 0.364805
84 594 0.442708 0.440211
84 214 0.306864 0.303852
84 192 0.147617 0.146463
84 290 0.143122 0.141006
84 327 0.314783 0.318841
84 221 0.193208 0.192465
84 204 0.285574 0.282474
84 400 0.413071 0.412569
84 129 0.310545 0.309740
84 326 0.225400 0.227435
84 517 0.325471 0.327025
84 595 0.245605 0.244704
85 5 0.376173 0.377550
85 18 0.197374 0.199602
85 26 0.084122 0.083698
85 428 0.414166 0.414783
85 596 0.414181 0.416816
85 597 0.304810 0.304086
85 377 0.291692 0.291110
85 232 0.088547 0.087844
85 94 0.207871 0.206330
85 453 0.438097 0.439738
85 93 0.262005 0.262126
86 5 0.465988 0.463550
86 40 0.206619 0.207806
86 53 0.216581 0.213428
86 182 0.048054 0.047445
86 133 0.150343 0.150197
86 566 0.210303 0.209465
87 6 0.680960 0.681237
87 91 0.626136 0.623329
87 598 0.443742 0.448684
87 203 0.399692 0.399002
87 218 0.640677 0.637792
87 599 0.383596 0.383396
87 517 0.563093 0.559088
87 600 0.104040 0.103432
87 192 0.249190 0.250396
87 593 0.419655 0.416035
87 197 0.620200 0.623678
87 258 0.389774 0.389624
